filename,cluster,UMAP1,UMAP2
100365,11192,0.96904165,7.9817767
100368,7652,1.2879254,11.752684
100370,1158,-2.5286372,6.078912
100372,5862,-1.6607218,10.930623
100383,7270,-2.0737145,11.269307
100385,5681,-2.5455587,10.943709
100387,9181,0.049402904,10.114369
100390,5457,-1.2358179,11.302201
100395,6760,-0.0026335078,11.448925
100397,283,-0.13205758,14.969088
1004,9740,3.6057248,10.441537
100401,3336,-3.793537,10.200104
100404,10734,0.021204341,6.85621
100406,3580,-4.0845017,11.566309
100411,11940,2.6177082,6.622202
100415,10711,0.45067814,7.0356293
100419,9355,-0.65327805,13.461986
100421,10310,2.7087617,7.4288754
100423,4735,-1.4178988,10.685454
100426,8344,0.010614357,9.605114
100436,12072,1.239992,10.392626
100438,10711,0.53264827,7.116493
100440,12073,-2.0620615,11.108494
100442,786,-2.4210486,15.171842
100444,11136,0.07347672,7.6821523
100446,8864,1.0252689,12.883904
100448,1036,-2.9401653,4.143031
100457,199,-0.18601274,15.357972
100463,10345,1.143398,5.5851746
100465,12081,0.19914442,4.05373
100467,1455,-2.0515883,6.489205
100469,4186,-2.0145562,12.66232
100483,9204,-2.869577,8.418437
100485,3580,-4.0223837,11.393174
100487,7902,0.76867235,11.34087
100490,6091,-2.7673047,10.036495
100492,3591,-3.804222,11.608825
100496,7648,0.80148596,10.59569
100498,4913,-1.0974422,12.214106
1005,12027,3.506098,6.207137
100503,3336,-3.8153768,10.184785
100505,7323,-2.935636,11.234665
100507,8687,2.4879994,14.263984
100509,4827,-1.0714884,11.195054
100511,7972,1.6486436,11.822031
100513,9029,0.47202855,12.093991
100515,12081,-0.61696285,10.20343
100517,11772,1.3848739,8.938242
100519,1157,-2.3418949,6.294156
100521,12081,3.3368223,7.1429753
100527,8394,-0.021219214,9.670407
100529,11878,2.0017242,9.996846
100534,528,0.3514709,14.613033
100536,7611,0.4053871,10.527326
100540,10074,3.067833,8.724751
100556,12082,3.594697,7.456534
100559,1081,-2.1617756,5.7340336
100562,12172,3.1821952,7.6507826
100567,11452,1.0773615,7.8824472
100570,11252,1.7632911,7.889412
100574,11627,2.3912544,6.151323
100577,1408,-3.4719923,6.163183
100579,4254,-1.5352889,12.148598
100581,3912,-3.1124206,12.2862
100583,8413,-0.013867151,9.932312
100585,10782,-0.68424684,6.351725
100588,4339,-1.3766627,12.389094
100591,4980,-0.26856557,12.040894
100593,2150,-0.7381543,9.154837
100595,2150,-0.8270405,8.035278
1006,8632,1.4071095,13.562747
100611,7611,0.37647766,10.561502
100613,7700,0.61801636,10.277514
100642,1408,-3.5976467,6.1365976
100647,9432,2.7037878,11.224548
100653,9499,2.655795,11.710332
1007,5866,-2.0932226,10.763224
100714,10775,-0.48663008,6.044959
100717,3438,-4.4887104,10.591164
100719,4481,-0.44689867,12.042955
100721,12181,3.2775369,9.661895
100725,10511,1.0661137,6.0374594
100727,5667,-3.5672264,11.680284
100737,9501,2.8405778,11.688571
100739,9852,2.915704,10.858418
100741,12181,3.915552,8.1842575
100743,7652,1.2523161,11.855985
100745,427,0.3154615,14.951337
100799,6172,-1.894112,9.927742
1008,2276,-1.0619792,7.8878055
100810,7663,1.1384975,10.966772
100823,4139,-2.181215,11.916429
100836,10775,-0.31058028,6.200958
100838,5152,-1.144054,12.233793
100843,7692,0.7857169,11.155507
100882,3246,-1.4210777,10.004484
100884,6476,-3.9556296,7.3631687
1009,46,0.7972211,3.8827217
100904,4576,-0.6823837,11.511379
100906,7795,1.4077742,12.29342
100942,12089,3.949834,7.5125685
100944,7652,1.2240648,11.516498
100946,5430,-1.4816467,10.318333
100948,9029,0.48364928,12.076806
101,3417,-4.5752482,11.17045
1010,11562,-0.89403504,5.947673
101003,12205,-3.0903046,8.612169
101006,10480,1.0979358,5.985961
101016,6965,-3.3993707,7.152291
101018,1668,-4.170126,6.216689
101022,2436,-1.7662417,8.849332
101025,6765,0.08093902,11.39817
101058,12207,1.5399587,10.647208
101060,7650,1.0122381,10.997333
101062,7126,-0.8554768,10.377898
101064,1818,-2.4183812,8.735973
101068,285,-0.15179063,14.879573
101070,10360,1.0240525,5.2680306
101072,6035,-1.6799823,10.044992
101074,9965,2.7848432,8.482673
101076,11789,1.6246232,9.637809
101079,4826,-0.67196053,11.087103
101086,12225,3.8224788,5.9589286
101088,9379,-0.33059004,9.682516
101097,8051,0.7184741,11.698925
1011,1408,-3.3196287,6.191228
101104,12238,-3.0408363,4.1614504
101106,4735,-1.1316954,10.823977
101112,8260,0.3444974,10.410881
101123,8217,2.3160858,13.23057
101127,12258,3.5972455,6.452596
101133,9409,3.079444,11.803854
101137,496,0.48871186,14.505985
101142,190,0.5176334,5.090499
101156,8779,1.718448,12.931423
101158,440,0.7719706,15.019902
101160,4265,-1.416676,11.850086
101162,12261,0.18841672,5.4185004
101168,3616,-3.6838336,11.112297
101170,4069,-2.5674996,12.272593
101176,6965,-3.183398,7.146853
101178,1742,-2.3068678,7.1635485
101180,8301,0.966381,12.453221
101186,4735,-0.9747652,11.0410595
101188,7652,1.5200293,11.944262
101197,7650,1.0129925,11.072118
1012,3530,-5.246805,10.740025
101200,12262,1.1858505,15.436174
101204,1408,-3.6920583,5.865993
101207,9473,2.778996,11.170249
101210,4757,-0.9799617,10.724113
101212,7648,0.88679916,10.383921
101214,814,-2.3581743,15.001075
101216,9740,3.5738702,10.472116
101218,8238,2.5517626,13.212463
101220,4599,-1.0853205,11.340066
101222,7735,1.6348861,11.943722
101224,7263,-2.0919297,11.424432
101226,4747,-0.8889888,10.594601
101233,7648,0.9086424,10.609731
101235,2187,-0.93969816,9.286336
101237,8552,1.212909,12.914971
101239,183,0.66425866,5.0806456
101241,10673,0.364946,5.9105105
101243,442,0.9909558,14.641705
101245,8521,1.3110712,12.603701
101247,1075,-2.1086817,5.7567763
101249,2150,-0.35158888,8.983253
101258,1617,-2.1564476,6.947283
101260,12263,2.5618305,6.982378
101262,4745,-1.0304927,10.626396
101264,7197,-3.0249963,11.090664
101273,12267,2.5689275,8.050287
101281,3114,-1.6154085,7.2346196
101283,4282,-1.5263485,11.885007
101285,12198,3.7907844,8.176269
101287,3756,-3.8821323,11.749373
101289,12267,2.3262906,10.871923
101294,730,-2.3722858,15.382312
101296,12329,-3.1256392,3.9412067
101299,3351,-3.9328942,10.473879
1013,2163,-0.72872365,8.85734
101301,11395,1.1479967,8.278353
101303,10842,0.49791527,7.582383
101305,9740,3.2312355,10.327056
101307,12329,-0.6855555,7.1978965
101319,1317,-2.9907856,6.626016
101322,12332,2.4707077,13.896783
101329,8624,1.500359,13.521092
101335,11735,1.2010108,8.54074
101337,10078,3.145482,8.784844
101339,11194,0.9985178,8.04641
101341,11779,1.8043783,9.286293
101350,838,-1.2440298,15.208299
101352,5572,-0.61583734,12.65973
101355,7581,-0.009347179,10.915081
101360,3519,-4.4233465,11.262091
101362,8075,0.6932773,11.7875
101371,4264,-1.4496324,11.909626
101373,3452,-4.562792,10.320284
101375,7648,0.9857883,10.5125475
101379,148,0.547724,4.853158
101381,12333,0.30335632,11.896339
101383,12338,0.237032,13.389426
101388,10242,4.148961,9.638311
1014,10711,0.3122005,7.0587335
101400,9036,-0.15414388,11.002967
101402,4186,-2.248774,12.457649
101405,12338,0.87822354,6.6180906
101409,2449,-1.5064394,9.4001045
101413,10782,-0.6964675,6.395569
101415,6238,-3.0433257,7.6057525
101425,10234,3.5337322,8.718229
101428,7494,-2.283297,6.878791
101431,1793,-1.7743701,8.105898
101433,4693,-0.55102277,11.289397
101444,2299,-0.43067923,9.206336
101446,2928,-2.9507184,9.562183
101448,1793,-2.1857464,7.3986297
101450,1793,-1.9993439,7.7548923
101456,5057,-1.2445543,12.982849
101458,9517,2.835219,12.244251
101466,1312,-2.9931285,6.4529324
101470,8247,2.1670477,13.290327
101472,4940,-0.39370355,11.25536
101476,11677,2.418225,7.013061
101481,8851,1.3365566,12.996644
101485,1408,-3.6247396,6.2953405
101487,12339,2.7799358,11.957691
101489,11944,1.3503251,9.354358
101498,7650,0.9631798,10.859237
1015,10711,0.008862144,6.6410265
101505,1001,-3.1589632,3.2838929
101510,11621,2.201608,6.9273367
101525,12344,0.22965857,12.151541
101527,10711,0.49624965,7.3429284
101529,2758,-2.602013,9.181337
101531,7692,0.8105263,11.210221
101534,4186,-2.381997,12.482313
101536,3618,-3.7252357,11.058303
101577,12353,-0.2391125,14.043882
101579,11266,1.7327782,7.9723887
101581,10642,0.2640192,5.81118
101583,2503,-1.6831015,9.548238
101585,10939,-0.4240038,7.1765656
101590,4254,-1.636861,12.032862
101592,10422,0.70812565,5.5701027
101595,11246,1.7921861,8.030718
101597,2954,-3.1273274,9.370144
101599,9982,2.42634,8.658039
1016,2485,-0.21298511,8.226756
101606,11390,1.0050583,8.269742
101612,6234,-2.9300852,7.6902676
101614,811,-0.94357365,15.651625
101627,2150,-0.6847286,8.8106365
101629,8079,0.8776512,11.835582
101636,1744,-2.4044003,7.292837
101640,8279,0.5143307,11.954988
101642,2150,-0.38010794,8.9415245
101646,1894,-2.006719,7.352117
101648,1541,-1.9313015,6.5748963
101650,11779,1.589367,9.187028
101653,7652,1.2399274,11.652982
101662,4022,-2.499456,11.656776
101664,5469,-2.8027155,11.522024
101666,4186,-2.106482,12.616029
101670,5563,-2.41828,10.947998
101674,10124,3.7962892,9.455658
101680,2150,-0.6250887,8.587524
101682,7648,1.0434663,10.588961
101685,11074,-1.0702008,6.2116666
101687,9409,2.67653,11.276173
101689,4278,-1.1875657,12.132787
101692,7692,0.8000126,11.200764
101695,11011,-0.3958757,6.825035
1017,2870,-2.5831656,8.8886795
101703,199,-0.4277956,15.597953
101706,11252,1.7153906,7.7838707
101708,6850,0.0537961,9.121942
101710,11779,1.4351416,9.145164
101715,12353,-1.762114,10.311916
101717,1157,-2.582673,6.245131
101719,11242,1.6852242,8.137403
101726,4835,-0.71426386,10.835566
101728,11163,0.60363984,7.729319
101730,12358,0.50507504,11.190869
101732,6965,-3.284404,7.1477656
101734,12362,0.56329525,9.612138
101739,3969,-3.1779242,12.019655
101741,1,0.3586972,4.239709
101747,2586,-1.2235972,9.488867
101749,8340,0.18636018,9.5812025
101754,6777,0.022605304,11.207335
101756,7748,0.9149197,11.4142685
101761,7648,0.8715791,10.586446
101763,11956,-1.7226648,3.916301
101765,2150,-0.44444534,8.844589
101767,12363,-0.41022614,9.92726
101770,12366,1.3857262,10.177903
101782,8115,1.8921064,12.384567
101794,10850,-0.7469861,6.085156
101799,4141,-2.23829,11.875675
1018,1793,-2.2818143,8.49688
101801,10426,0.50755554,5.4913654
101803,1802,-2.368317,8.82696
101812,5422,-1.3352658,10.45597
101820,1954,-2.6043525,9.283974
101823,1546,-1.7070153,6.876626
101825,1164,-2.221447,6.444375
101827,7407,-4.2506876,7.978197
101829,12371,1.7027162,8.378941
101833,9741,3.5308852,10.284997
101835,6292,-3.4026623,7.7101626
101844,7667,0.8369751,11.024049
101846,11920,2.0296652,10.317246
101848,12371,-0.76528955,14.034114
101850,8998,0.0076301782,11.059631
101855,1366,-3.2930567,6.6637425
101857,2150,-0.55853677,8.875826
101862,6860,-2.838937,7.546706
101864,511,0.46507877,14.752739
101872,323,0.23003688,14.86396
101878,777,-1.7275025,15.463739
101880,12372,0.98048645,9.0820875
101884,6248,-3.1577592,7.7828054
101887,2193,-0.5421141,8.102156
101891,8601,0.95894885,13.245466
101893,11779,1.5423632,9.163254
101895,1330,-3.0373428,6.534635
101897,212,-0.39501986,15.084764
1019,8,0.59538865,3.928025
101902,1803,-2.073593,7.6649632
101904,46,0.8624056,3.8050988
101916,9740,3.5766814,10.451133
101918,3254,-1.447302,10.15752
101920,12027,3.4346259,6.2110076
101935,4857,-1.093779,11.612728
101938,1686,-3.763662,6.37635
101940,7383,-1.8249989,6.442867
101942,2171,-0.9801419,9.000916
101947,12378,2.770239,13.737709
101950,10711,0.31798536,7.093165
101954,942,-6.020663,9.059589
101957,11065,-0.18669008,6.809688
101962,10854,-0.68533695,6.1826897
101964,8119,1.0135707,11.871292
101967,12378,-0.83186424,14.752179
101969,8042,0.6648747,11.505748
101971,8921,2.3171668,13.592339
101973,7611,0.42979053,10.474375
101975,8632,1.6479431,13.763885
101979,7539,-0.24397397,8.082431
101986,10123,4.026838,9.116656
101989,3747,-3.557898,10.36141
101991,3417,-4.475406,10.861893
101997,12378,-0.5613745,13.365153
101999,4186,-2.384751,12.544519
102,2002,-1.6948758,7.694656
1020,10775,-0.5989586,6.2248263
102005,12378,0.42590412,13.885013
102012,9037,-0.18269768,11.005629
102025,4251,-1.6503123,12.379613
102028,11184,0.8639837,7.8427424
102033,12378,1.6540164,10.118334
102035,8150,0.7433937,12.036133
102037,12380,2.7582426,9.414046
102039,5564,-0.78978205,10.564068
102047,6646,-3.9198093,7.8905787
102049,5311,-1.8690523,11.357657
102062,7648,0.8284971,10.651854
102064,363,0.0972595,14.627407
102066,8100,0.64933836,10.928958
102070,6152,-2.4298043,9.770009
102072,710,-1.0304474,15.43538
102080,2714,-1.4732987,8.825919
102082,2150,-1.1238879,8.7119465
102088,9593,2.1614919,11.409619
102090,7467,-2.7870674,8.815968
102093,11627,2.4404743,6.2909994
1021,10425,0.65707994,5.6554985
102109,1802,-2.3226447,8.947111
102111,6596,-1.0926412,13.345279
102113,9409,2.6954105,11.507306
102115,5795,-3.5387564,9.633599
102119,12416,2.110868,11.5700445
102123,5436,-1.4163901,10.230558
102125,6805,-0.4153059,10.784235
102131,12417,-3.2208557,10.328979
102133,12285,2.316955,10.600656
102135,4779,-1.3168155,10.76507
102138,4131,-2.362437,12.114129
102150,11702,2.2149568,7.300332
102152,46,0.7780328,3.7628138
102156,1794,-2.3668122,8.648473
102158,10730,-0.10354357,6.606664
102160,594,0.13553056,14.511617
102171,12428,0.012921274,8.426931
102174,5927,-2.1920724,10.605708
102176,10314,3.4559608,9.601043
102178,4053,-2.6733527,12.172964
102180,1002,-2.8264394,3.9343836
102188,4129,-2.1247294,12.121976
102192,7652,1.1605028,11.335647
102194,11034,-1.1204764,6.370927
102199,11627,2.3739002,6.555482
1022,6357,-3.058256,8.168538
102213,8794,1.7602719,12.905035
102219,9591,2.2374103,11.464219
102233,9098,-2.993813,7.27561
102235,7652,1.5550872,11.759121
102245,2012,-1.9896466,9.195814
102248,1214,-2.7252767,5.9374766
102263,9432,2.640828,11.211217
102273,3627,-3.4512727,11.369119
102275,8117,2.1612344,12.673826
102286,9678,2.7432725,10.024987
102292,6965,-3.4279716,7.2165737
102294,9409,2.975485,11.857436
102297,12430,1.5906328,11.539006
1023,2473,-0.444376,7.9992647
102303,10747,0.22234187,7.4194045
102323,1793,-2.159511,7.409476
102325,7650,1.0747367,10.928201
102327,1221,-3.2384832,5.2551293
102354,10123,4.0026402,9.164572
102356,5354,-1.4185544,12.068654
102373,4478,-0.738603,11.954458
102378,9273,-0.3717175,9.575409
102388,3610,-3.690412,11.666591
102396,7354,0.0026109144,12.681138
102399,2768,-2.6390288,8.973896
1024,831,-2.184557,14.975557
102403,12089,3.8767862,7.4698634
102407,9016,0.5449198,12.098837
102411,7680,1.7384982,12.087569
102413,11157,0.78734887,7.4238257
102415,2150,-0.63480926,8.894106
102417,3094,-0.2173553,8.565526
102419,7950,1.8492355,12.090246
102421,11967,-1.8059372,3.7987406
102425,9668,2.9421942,10.173606
102429,12430,0.1962683,8.425307
102432,12427,-3.190983,10.176604
102436,4283,-1.7229784,12.582843
102445,11549,1.0811034,8.492324
102450,3135,-1.7132901,9.664631
102456,5978,-2.143432,10.04289
102469,1178,-2.5180671,6.478666
102481,1253,-3.3704214,5.158824
102483,7603,0.24394375,10.609222
102485,11157,0.7990315,7.443925
102487,12432,0.3504102,5.0889025
102495,5451,-2.2817056,11.413581
102499,9589,2.3743591,11.878172
1025,11252,1.9228408,7.777578
102509,12439,-2.2104478,14.894407
102514,89,0.7510844,4.6431365
102517,3616,-3.576376,11.076868
102521,2150,-0.69482476,8.067868
102523,11627,2.3658235,6.8768687
102526,9668,2.9289095,10.062806
102529,7652,1.2109874,11.651414
102535,2782,-2.863854,9.21032
102544,5833,-2.0356827,10.910622
102557,1793,-2.022423,8.098337
102588,10711,0.5742135,7.1064043
102590,2150,-0.6114749,8.675942
102596,11940,1.2932636,5.0782905
1026,7517,-3.078798,8.927042
102602,11956,-1.6666894,4.066298
102604,7700,0.5962995,10.230592
102606,1668,-3.7692084,6.5622296
102662,12441,0.3123123,12.204845
102664,1793,-2.2258291,8.71855
102666,1001,-3.0415316,4.053423
102672,8536,0.95365095,10.050144
102675,11123,-1.1513392,6.2686367
102677,9985,3.0673876,8.303595
102682,4874,-1.0809984,12.480406
102684,11968,-1.8129077,3.7809837
102686,8274,0.6433813,12.36932
102688,8920,2.3026707,13.676035
1027,8675,1.4608823,13.942313
102716,10771,-0.06247165,6.39633
102720,838,-1.2553022,15.191971
102742,1470,-2.3782265,6.6327662
102744,7849,2.0310724,12.784787
102747,12443,-3.2833066,10.032063
102751,1317,-2.9674609,6.715481
102753,2443,-1.5356963,9.264079
102760,2276,-1.081274,8.012636
102765,7070,-1.10062,10.311489
102777,12420,-3.1675053,10.310133
102779,1802,-2.315618,8.80757
102794,6889,-0.06418009,11.813464
102796,2150,-0.738915,9.051414
102798,5062,-1.1116259,13.189416
1028,1851,-2.4539008,8.953719
102800,12443,3.598127,6.626819
102804,10735,0.034232885,6.811427
102807,3522,-4.8049965,10.7697115
102817,1370,-3.3420804,6.611834
102819,679,-1.5752156,15.218506
102821,7843,1.9265293,12.540624
102823,9917,2.833332,9.433026
102826,7655,1.323253,11.2842865
102828,3438,-4.5443516,10.473581
102830,10380,0.9430257,5.3254647
102845,2392,-1.2727096,9.41136
102854,3285,-0.14300232,9.084816
102856,3136,-1.644535,9.619841
102860,10078,3.1244357,8.79364
102862,9006,0.030293511,9.814847
102868,732,-2.3203142,15.52962
102870,8401,-0.01135165,9.730992
102876,6173,-2.4654565,7.333013
102878,2263,-1.2636421,8.588601
102880,12443,-0.24023017,14.198909
102893,11094,0.060177393,7.319669
102895,2171,-0.9558182,9.038769
102899,7652,1.4770031,12.032621
1029,1815,-2.371368,8.144622
102901,6607,-3.1958227,9.064388
102903,7648,1.0305415,10.55439
102905,2150,-0.73806477,8.150841
102908,834,-0.9255715,15.3592615
102910,8760,1.6667814,13.1185465
102912,12306,2.1711044,10.687251
102917,11754,1.3844464,8.874944
102941,2092,-2.0423915,9.287988
102947,6473,-4.252518,7.3259735
102951,11565,0.08544801,7.922545
102953,12443,-1.4565167,6.61185
102956,10434,0.65704465,5.4213266
102961,2150,-0.7254036,8.354043
102963,6218,-2.6384392,7.6787586
102965,6343,-2.6767397,7.467757
102967,11697,2.320723,7.1193686
102969,11956,-1.5901399,4.0048594
102972,10343,2.4920313,8.463612
102974,2,0.41378388,4.333636
102980,5943,-2.2546706,10.017304
102986,1744,-2.400065,7.26818
102989,12443,0.64927906,8.722597
102991,11627,2.580502,6.125836
102993,8,0.61654687,3.7710485
102995,1793,-1.796695,8.037877
102997,11222,1.560742,8.231834
103,254,-0.061990038,15.409032
1030,6459,-3.837315,7.5101557
103006,12449,0.87905073,15.552992
103008,4308,-2.0819263,12.360884
103017,12450,1.5340173,14.393396
103027,599,0.20623986,14.443948
103030,8624,1.4118233,13.278641
103036,7648,0.9925817,10.654855
103040,12094,3.8327818,7.7551775
103042,11198,0.93759626,8.077217
103044,2473,-0.44735226,7.978649
103048,285,-0.12839675,14.886539
103050,12450,-0.3143638,4.115406
103052,1949,-1.6902509,8.206188
103055,2163,-0.6888554,8.942814
103057,1793,-2.1736522,7.812213
103059,10850,-0.5980065,5.9911556
103071,10007,2.8738973,8.239515
103075,12450,4.138957,10.07641
103078,7897,0.7405095,11.254873
103083,7647,0.7157635,10.801933
103085,4458,-1.2991068,11.787277
103087,4563,-0.276739,11.688223
103089,3913,-3.0664005,12.294601
103091,12450,0.5587275,7.994851
1031,12453,0.82930934,6.3627505
103101,5451,-0.18647526,11.644755
103103,8323,1.1372341,12.558959
103105,12453,0.14181006,14.282837
103107,9323,-0.7531829,13.141165
103112,7693,0.6950296,11.045432
103114,1,0.6363143,4.215463
103118,7313,-4.2101984,6.9400473
103120,5162,-1.533164,11.0345
103130,9409,2.9043431,11.830266
103132,10118,3.3095067,9.107493
103135,2930,-2.813428,9.667647
103137,1155,-2.266415,6.21181
103139,9893,2.8295498,9.902854
103141,10613,0.40077335,5.8022585
103162,9589,2.4328537,12.082756
103171,1668,-3.8467991,6.5496078
103175,10123,4.3452883,9.39905
103180,2150,-0.9250847,8.319018
103182,3922,-2.9566135,12.351943
103186,12454,1.7557368,10.918855
103190,10711,0.1566491,7.193078
1032,6772,0.10549046,11.321139
103203,4186,-1.911835,12.831734
103206,4390,-1.5362743,11.741274
103208,4824,-0.7117383,11.077318
103210,12460,1.2876222,9.224562
103219,12460,0.22426824,15.371066
103221,11329,1.4680353,8.085496
103228,11877,1.960616,10.007615
103237,5899,-2.1295054,10.427877
103241,6335,-2.5164423,7.232309
103243,1001,-3.0139437,3.604987
103245,10380,0.92335427,5.2844853
103249,11865,1.8500465,9.649356
103253,7580,-0.05570085,10.9538765
103255,12476,-3.1570692,8.4779415
103259,9985,3.0033023,8.532782
103266,5948,-2.212268,9.714895
103269,2227,-1.2424893,9.17163
103271,10121,3.6872945,9.138519
103273,3580,-3.9991386,11.723408
103275,12461,0.19514523,15.414611
103279,4729,-0.8032441,11.253575
103282,5193,-2.3153012,12.760991
103286,8,0.5192598,3.7256994
103288,12476,0.6099639,8.927149
103290,9741,3.5516338,10.266409
103292,7000,-3.4927301,7.3885875
103294,12477,-4.2804923,7.6033044
103296,1668,-3.842328,6.5500364
103299,6180,-2.569952,7.387826
1033,1793,-2.0493503,8.219317
103301,11955,2.148056,10.309941
103303,11956,-1.7570146,3.7359746
103306,11750,1.3283689,8.679495
103315,12220,1.5321944,10.836339
103317,12489,2.628402,8.147254
103322,1001,-3.3395085,3.3318267
103324,4240,-1.7659754,12.310403
103328,10711,0.5238717,7.0362663
103330,442,0.6557297,14.594891
103333,4240,-1.8464733,12.198371
103335,1101,-2.2540436,5.837625
103339,12495,1.1978033,7.86817
103341,5004,-0.4304146,12.94848
103343,8,0.59394056,3.9231706
103361,7652,1.3767087,11.951138
103363,7508,-3.5738745,11.867699
103366,12498,-1.9698173,4.066437
103372,2556,-1.3157935,9.839272
103374,2150,-0.7141453,8.220041
103380,8687,2.6141145,14.358953
103384,7629,0.3700908,10.783974
103388,1508,-2.005613,6.9593387
1034,4002,-2.846386,11.735607
103406,1284,-2.6046603,5.671859
103411,1793,-2.182266,8.745958
103418,8528,0.8798845,10.160282
103420,1286,-2.311378,5.7084117
103422,3580,-3.9774225,11.658446
103424,8350,0.31179634,9.737096
103435,5963,-2.1507301,9.771292
103444,9377,-0.48557326,9.583371
103446,9258,0.49605387,12.904305
103449,12362,0.61236006,11.177183
103452,12500,2.9324565,7.0017047
103460,4253,-1.6818414,12.11066
103474,12500,-3.4367244,8.286985
103478,10331,2.6653113,8.863735
103483,12511,-3.7977006,11.831742
103489,11214,1.2128999,8.1551895
1035,1793,-2.132761,8.495494
103502,2150,-0.433727,8.457494
103506,7638,0.5012976,10.79351
103515,10775,-0.5620934,6.521694
103517,3676,-3.397272,11.493123
103521,7495,-2.5333257,10.764638
103523,8302,0.98268783,12.456104
103525,10711,0.16140068,6.595366
103528,3689,-3.9444027,11.053395
103534,1486,-1.8590499,6.7125936
103536,3021,-3.4059844,9.341142
103539,11395,1.1338778,8.300915
103541,12511,-1.8997514,5.562417
103543,10555,0.7324983,6.0521064
103545,2187,-0.8472558,9.1855755
103547,2150,-0.31743062,9.062141
103549,1867,-2.4062502,8.091281
103554,11317,1.5934967,8.025328
103557,12511,0.7115735,12.514632
103561,9330,-0.7565605,12.970156
103563,8625,1.247334,13.232527
103567,1793,-2.2110138,8.390443
103570,5911,-2.2924273,10.53253
103576,12513,0.23679073,8.6753
103598,12207,1.5416813,10.590011
1036,8624,1.5353172,13.616409
103600,10775,-0.38057578,6.328616
103604,9369,-0.183749,9.97341
103606,7419,-4.239646,7.813127
103611,1356,-3.2179189,6.4476013
