filename,cluster,UMAP1,UMAP2
100904,19,-1.2754903,11.605101
100906,30,0.5264678,12.584807
100942,2,3.1259816,7.285368
100944,6,0.42397097,12.056985
100946,21,-2.0051298,10.159569
100948,29,-0.14005317,12.299356
101,16,-4.498872,11.031871
1010,7,1.1072539,5.2641683
101003,15,-3.1817834,8.777053
101006,9,0.0013795387,5.767098
101016,22,-2.5474339,6.7057896
101018,4,-3.8761678,6.1443877
101022,15,-1.9069487,9.069395
101025,29,-0.44795504,11.783966
101058,26,0.9441973,9.644909
101060,36,0.54198307,11.211079
101062,21,-1.2355466,10.558889
101064,15,-2.5738916,8.940732
101068,24,2.4712927,12.245735
101070,9,-0.28486392,5.13496
101072,21,-1.943266,10.213123
101074,11,2.3784466,8.45676
101076,26,1.7460672,10.25002
101079,19,-0.9451584,11.135983
101086,27,2.9389465,6.1645584
101088,3,-0.5223843,9.931992
101097,6,0.072462685,11.855305
1011,4,-3.4676397,6.808854
101104,7,1.4623986,4.6824512
101106,19,-1.4674528,10.954135
101112,36,-0.19753893,10.604849
101123,30,0.8393564,13.71669
101127,27,2.7150435,6.340133
101133,8,2.6941733,10.907048
101137,8,2.2275622,11.116604
101142,25,-1.0542475,5.0929933
101156,30,0.7092112,13.216441
101158,8,3.066155,11.855266
101160,19,-1.6844873,11.907126
101162,9,-0.9098821,5.6024356
101168,0,-3.7465224,11.214054
101170,33,-2.8572643,12.461874
101176,22,-2.6238716,6.852855
101178,22,-2.4394906,7.397625
101180,6,0.8772822,11.531032
101186,19,-1.3174231,10.920563
101188,6,0.87860733,12.029767
101197,6,0.33235586,11.40294
1012,16,-5.3048058,10.712862
101200,24,2.3442953,13.908082
101204,4,-3.9029295,6.5327606
101207,8,2.3526833,10.549253
101210,19,-1.426288,10.735274
101212,36,0.3102073,10.548149
101214,34,-4.8366575,8.306202
101216,13,3.462429,9.897227
101218,18,1.1481621,13.8792
101220,19,-1.5221759,11.491232
101222,6,0.7762621,12.198374
101224,33,-2.0528226,11.825551
101226,19,-1.233129,10.815873
101233,36,0.40229458,10.941768
101235,21,-1.0987338,9.535009
101237,32,0.12683219,13.299811
101239,9,-0.9149048,5.306095
101241,31,-0.82853997,5.97194
101243,8,2.8796825,11.531538
101245,30,0.40308297,12.998777
101247,39,-2.4444578,5.950815
101249,3,-0.4553641,9.389374
101258,22,-2.0308719,7.2094545
101260,28,1.5948184,7.0293937
101262,19,-1.4374921,10.80285
101264,19,-2.1825187,11.325801
101273,11,1.990175,8.023182
101281,38,-1.2032171,7.6371417
101283,19,-1.8843856,11.874754
101285,1,-1.1627533,14.576534
101287,0,-4.1081924,11.651525
101289,26,2.1836188,10.530436
101294,12,-5.546882,8.022705
101296,7,1.57269,4.441376
101299,16,-4.1176047,10.521461
1013,35,-0.9650997,9.108372
101301,23,0.51582927,7.94251
101303,23,0.24247175,7.786475
101305,13,3.112739,9.753221
101307,23,-0.7765819,7.5506744
101319,22,-2.8549974,6.758974
101322,18,0.85797906,14.505492
101329,32,0.3321404,13.866186
101335,5,1.2239338,9.320548
101337,11,2.7658796,8.472903
101339,5,0.730999,8.541308
101341,26,1.5362431,9.660197
101350,12,-5.0923862,7.353489
101352,29,-1.1081877,12.742674
101355,36,-0.21034175,10.628385
101360,16,-4.6332498,11.343409
101362,6,0.1535344,11.982259
101371,14,-1.8529658,12.079883
101373,16,-4.785615,10.361888
101375,36,0.42026454,10.698487
101379,25,-1.1346375,4.939774
101381,29,-0.38564488,12.067232
101383,32,-0.46354875,13.257551
101388,13,3.752744,9.3136215
1014,23,0.12352185,7.2007747
101400,19,-0.8437879,11.168391
101402,33,-2.675794,12.572949
101405,23,0.30241087,6.8809323
101409,21,-1.6812321,9.575949
101413,31,-0.77568406,6.786378
101415,37,-3.004301,7.6876493
101425,11,3.2533755,8.59647
101428,22,-2.3433256,7.22933
101431,28,1.3035122,7.382659
101433,19,-1.0398804,11.274412
101444,3,-0.80116147,9.7701845
101446,20,-3.1712024,9.700862
101448,38,-2.4405496,7.8499007
101450,38,-2.1539104,8.121793
101456,14,-1.6358693,13.292783
101458,8,2.7535322,11.289666
101466,22,-2.8666947,6.991296
101470,18,0.6434037,13.734137
101472,19,-0.75312454,11.43246
101476,28,1.4411136,7.0432053
101481,32,0.0038759438,13.342369
101485,4,-3.849203,7.0626316
101487,8,2.4593356,11.074827
101489,26,1.7559327,10.203101
101498,36,0.39695424,10.942352
1015,23,-0.23121046,6.9394855
101505,7,2.0423887,4.1367464
101510,28,1.2956508,7.13065
101525,29,-0.32368034,12.315729
101527,23,0.15581611,7.5314913
101529,20,-2.794076,9.479031
101531,6,0.18567915,11.455266
101534,33,-2.6350832,12.67368
101536,0,-4.0296407,11.159893
101577,24,1.6885554,12.070298
101579,5,1.6174176,8.781108
101581,9,-0.5898546,5.9188347
101583,21,-1.8172879,9.637113
101585,23,-0.47600973,7.3409452
101590,33,-2.0095313,12.1793995
101592,9,-0.4702377,5.5280423
101595,5,1.580277,8.827482
101597,20,-3.342691,9.417937
101599,11,2.0764027,8.618622
1016,35,-0.4443008,8.570953
101606,5,0.8461636,8.709725
101612,37,-2.893328,7.7591796
101614,24,2.736852,13.2042265
101627,35,-0.94811827,9.144485
101629,6,0.36666492,12.154165
101636,38,-2.3923008,7.5877705
101640,6,0.058022887,12.165197
101642,3,-0.6180002,9.37549
101646,38,-2.11745,7.511243
101648,22,-2.04531,6.729468
101650,26,1.2776895,9.529989
101653,6,0.6172097,12.0026045
101662,33,-2.9680839,11.77981
101664,33,-3.0467956,11.794948
101666,14,-2.4901145,12.850013
101670,10,-2.5459325,10.978123
101674,13,3.5098374,8.963508
101680,35,-0.9963776,9.019835
101682,36,0.41052458,10.884193
101685,31,-1.4221152,6.6277843
101687,8,2.171781,10.777046
101689,14,-1.6593016,12.274926
101692,36,0.02227018,11.34389
101695,31,-0.6449306,7.2455754
1017,15,-2.834504,9.057633
101703,24,2.7672956,12.966009
101706,5,1.5049751,8.551295
101708,21,-0.9032586,9.797906
101710,26,1.7696617,10.281399
101715,10,-2.1151955,10.296296
101717,22,-2.5172017,6.5296874
101719,5,1.3622843,8.781793
101726,19,-1.10095,10.732474
101728,23,0.11148865,8.165419
101730,26,1.2855928,10.984709
101732,4,-3.1104333,7.2040963
101734,3,0.20853797,9.965193
101739,33,-3.482305,12.050728
101741,25,-1.5361388,4.608043
101747,21,-1.3612964,9.838021
101749,3,-0.09415827,9.8510275
101754,36,-0.26442462,11.037254
101756,6,0.3258319,11.52357
101761,36,0.2601202,10.819028
101763,21,-0.9617938,9.738526
101765,3,-0.73100096,9.190575
101767,3,-0.72818756,9.979744
101770,36,0.69936997,10.304079
101782,6,1.2166044,11.340956
101794,31,-1.0851307,6.5063696
101799,33,-2.479513,11.913436
1018,15,-2.4659214,8.695256
101801,9,-0.54769903,5.454018
101803,15,-1.9837846,8.948918
101812,26,0.68359053,9.993908
101820,15,-2.660886,9.461701
101823,38,-1.7428259,7.275609
101825,22,-2.3309727,6.7544
101827,37,-3.9944878,7.7271934
101829,5,1.3298956,8.951958
101833,13,3.3520794,9.678636
101835,37,-3.243426,7.6731234
101844,36,0.1375168,11.052639
101846,26,1.8269963,10.256891
101848,21,-1.3973948,10.473149
101850,36,-0.43375215,11.288701
101855,37,-3.2672663,7.5039206
101857,3,-0.60189825,9.187539
101862,22,-2.5945947,6.823635
101864,8,2.5610967,11.627991
101872,24,2.6807847,12.412499
101878,12,-5.538809,7.625868
101880,26,0.99030703,9.662597
101884,37,-2.7715433,7.793389
101887,35,-0.71959364,8.395441
101891,32,-0.107529625,13.3706455
101893,26,1.2568749,9.5606985
101895,22,-2.8563156,6.821017
101897,24,2.2787015,12.614968
1019,25,-1.5562233,4.257778
101902,38,-2.227079,8.038061
101904,25,-1.4402235,3.9799154
101916,13,3.323516,9.774437
101918,21,-1.7033789,10.415695
101920,27,2.4857552,6.306239
101935,19,-1.594167,11.753761
101938,4,-3.522262,6.494432
101940,22,-2.1595125,6.877182
101942,35,-1.1370586,9.213941
101947,18,0.891661,14.444572
101950,23,0.031364437,7.3390775
101954,1,-0.8925038,15.05869
101957,31,-0.6870675,7.1809187
101962,31,-1.0003915,6.532205
101964,6,0.269211,12.07554
101967,24,2.098728,12.62687
101969,6,0.36914954,11.714545
101971,30,1.3115077,13.69031
101973,36,-0.14933772,10.752336
101975,32,0.18885793,14.11328
101979,35,-0.24294467,8.350899
101986,13,3.705144,8.811827
101989,20,-3.689113,10.48797
101991,16,-4.535532,10.778915
101997,36,-0.54793197,11.439555
101999,33,-2.7159061,12.62477
102,38,-1.773647,7.668786
1020,31,-0.98747426,6.467859
102005,6,1.3513588,12.082457
102012,36,-0.4858548,11.108515
102025,19,-1.8349521,11.902385
102028,5,0.7075149,8.219884
102033,36,0.7017004,10.345776
102035,6,0.08353391,12.220413
102037,11,2.42797,9.202939
102039,19,-1.327463,10.738759
102047,37,-3.6269681,7.672334
102049,19,-1.9217305,11.533875
102062,36,0.24218644,10.974408
102064,8,2.3306773,12.039962
102066,36,0.09044335,11.068807
102070,10,-2.810215,10.017433
102072,24,2.3764281,12.876118
102080,35,-1.6103402,9.013878
102082,35,-1.30067,8.923236
102088,8,1.5316049,11.251858
102090,15,-2.8450046,8.71308
102093,28,1.2554249,6.492037
1021,9,-0.3591677,5.668881
102109,15,-2.4441924,9.072071
102111,14,-1.316297,13.624045
102113,8,2.385091,10.826144
102115,37,-3.1073327,8.638606
102119,8,1.4996157,11.297743
102123,21,-1.7907093,10.540828
102125,19,-0.8801517,10.887308
102131,10,-3.2628148,10.550615
102133,26,2.0637193,10.261003
102135,19,-1.803825,10.898511
102138,33,-2.314902,12.450389
102150,28,1.3416499,7.5293465
102152,25,-1.4627482,4.0263476
102156,15,-2.5638075,8.761539
102158,31,-0.49983186,6.84327
102160,8,2.1455321,11.259748
102171,35,-0.8005806,8.024376
102174,10,-2.6724987,10.844987
102176,13,3.253835,9.127588
102178,33,-3.0428452,12.32175
102180,7,1.7134293,4.6315436
102188,33,-2.3277638,12.318696
102192,6,0.34342268,11.532727
102194,31,-1.3685977,6.7665086
102199,28,1.5040109,6.7492056
1022,37,-2.9362414,7.9361787
102213,30,0.71162456,13.41587
102219,26,1.7881455,10.910995
102233,22,-2.512396,7.1885443
102235,6,0.9112228,11.85052
102245,21,-1.9714304,9.6783905
102248,39,-2.7675018,6.262617
102263,8,2.4018853,10.7423725
102273,0,-3.5638237,11.670961
102275,30,1.1023911,13.187335
102286,13,2.5709217,9.576588
102292,22,-3.0729675,7.2028317
102294,8,2.6654391,10.914821
102297,6,0.97795284,11.937129
1023,35,-0.5214629,8.3013735
102303,23,-0.06803684,7.7730246
102323,38,-2.408211,7.964063
102325,36,0.39223883,10.982437
102327,39,-3.2773688,5.416989
102354,13,3.6296213,8.746083
102356,14,-1.8259964,12.432792
102373,29,-1.1149315,11.946669
102378,3,-0.5698979,9.761953
102388,0,-3.9397917,11.7670355
102396,29,-0.65946776,12.879835
102399,15,-2.2037406,9.631013
1024,34,-5.2321367,8.117698
102403,2,3.098687,7.1387134
102407,29,-0.13324854,12.355645
102411,6,0.93107885,12.37153
102413,23,0.4630378,7.848576
102415,35,-0.9284185,9.19471
102417,35,-0.474599,8.632034
102419,30,0.9453743,12.5145
102421,27,2.5960836,5.366786
102425,13,2.7613804,9.723657
102429,3,-0.13091224,8.919834
102432,20,-2.7352784,9.590034
102436,14,-2.015888,12.821427
102445,26,1.4674132,9.796804
102450,21,-2.003465,9.913215
102456,10,-2.514459,10.414463
102469,22,-2.5054386,6.6763864
102481,39,-3.3545039,5.3848553
102483,36,-0.35130277,10.721838
102485,23,0.48103037,7.897871
102487,9,-1.0333012,5.2980833
102495,33,-2.5913374,11.714184
102499,13,3.2296588,9.97525
1025,5,1.5381541,8.446343
102509,34,-4.807621,8.302317
102514,21,-1.8317422,10.355019
102517,0,-3.8763797,10.928033
102521,35,-0.74665105,8.475702
102523,28,1.3968726,6.981447
102526,13,2.8173149,9.6862755
102529,6,0.51354736,11.855759
102535,20,-3.200377,9.345452
102544,10,-2.193556,11.11198
102557,15,-2.09181,8.465268
102588,23,0.25025114,7.3531914
102590,35,-0.8279926,8.849769
102596,9,-0.18584664,4.865247
1026,20,-3.0637608,9.165516
102602,27,2.4914176,5.5976005
102604,36,0.08587082,10.536545
102606,4,-3.4799843,6.857699
102662,29,-0.3191163,12.289026
102664,15,-2.5370524,8.724414
102666,7,1.5590554,4.5957065
102672,36,0.52902114,10.069839
102675,31,-1.2492918,6.711419
102677,11,2.5439339,8.097044
102682,14,-1.5273829,12.595114
102684,27,2.6151156,5.433746
102686,30,0.034511127,12.677336
102688,18,0.87039864,14.173282
1027,32,-0.21467273,14.238696
102716,31,-0.43378448,6.6051908
102720,12,-5.2175126,7.6678905
102742,22,-2.0770037,6.812046
102744,30,0.870331,13.208551
102747,20,-3.4987469,10.185639
102751,4,-3.2270455,7.1789923
102753,21,-1.6569916,9.546031
102760,35,-1.1605955,8.2246275
102765,19,-1.7535311,10.891534
102777,10,-3.3521292,10.529503
102779,37,-3.571194,8.676511
102794,6,1.1053387,11.720418
102796,35,-1.1122018,9.304802
102798,14,-1.1981341,13.536394
1028,15,-2.6715243,9.117971
102800,27,2.6990333,6.4792886
102804,23,-0.16935675,7.1366315
102807,16,-4.90499,10.797686
102817,4,-3.3360043,7.31028
102819,12,-5.349174,7.561271
102821,30,0.58022547,13.002083
102823,11,2.663817,9.095801
102826,6,0.7800359,11.427658
102828,16,-4.6716785,10.714004
102830,12,-5.1593776,7.171215
102845,21,-1.4597735,9.482893
102854,3,-0.46274444,9.1781
102856,21,-1.6812316,10.149189
102860,11,2.5665455,8.0376835
102862,3,-0.42697275,10.0486355
102868,12,-5.623693,8.013668
102870,3,-0.50839937,9.707665
102876,38,-2.4924474,7.6651955
102878,35,-1.2902784,8.902895
102880,24,1.8858793,12.656358
102893,23,-0.17791477,7.5496373
102895,35,-0.6170767,8.774323
102899,6,0.6387768,12.411679
1029,38,-2.5230527,8.244699
102901,20,-3.2606366,9.191194
102903,36,0.2919424,10.99567
102905,35,-0.8795691,8.701072
102908,24,2.4205568,12.885194
102910,30,0.47246206,13.363842
102912,26,1.9220383,10.481271
102917,5,1.1698531,9.332516
102941,21,-2.0238898,9.565148
102947,4,-3.7667027,7.178589
102951,23,-0.32507464,7.943483
102953,22,-1.6572863,7.0377264
102956,9,-0.42208278,5.313961
102961,35,-0.73900455,8.645796
102963,37,-2.6601403,7.988776
102965,37,-2.811581,8.062795
102967,28,1.4903467,7.3090043
102969,27,2.674745,5.572222
102972,11,1.9771569,8.248495
102974,25,-1.29872,4.66853
102980,10,-2.4087958,10.112628
102986,38,-2.305681,7.480525
102989,35,-1.0649581,8.920658
102991,28,1.3135586,6.2959585
102993,25,-1.7705578,4.1215944
102995,38,-2.0558968,8.246324
102997,5,1.3227519,8.775347
103,24,2.6691236,12.817705
1030,37,-3.6290274,7.642167
103006,8,3.6078298,11.78612
103008,33,-2.382127,12.565147
103017,24,1.845096,13.67889
103027,8,2.2664938,11.311147
103030,32,0.40472838,13.61079
103036,36,0.40067375,10.042531
103040,2,3.051523,7.461276
103042,5,1.0698596,9.325673
103044,35,-0.57572645,8.10934
103048,24,2.48169,12.261611
103050,27,2.241602,6.004737
103052,38,-1.8363732,8.455237
103055,35,-0.9284424,9.259036
103057,38,-2.195956,8.022985
103059,31,-1.0650702,6.3829045
103071,11,2.2602139,8.062665
103075,13,3.8387978,9.486316
103078,36,0.44489804,11.240196
103083,36,0.0949334,10.948752
103085,11,2.3993547,8.561984
103087,29,-0.77761376,11.692543
103089,33,-3.2882862,12.410149
103091,23,0.20560302,8.076159
1031,9,-0.52945876,5.930598
103101,29,-0.6227963,11.688383
103103,30,0.22131409,12.727239
103105,8,2.1917343,11.032612
103107,32,-0.81473976,13.797898
103112,36,0.1278228,11.302463
103114,25,-1.3057934,4.4620037
103118,39,-2.731621,6.358378
103120,19,-1.9611225,11.142925
103130,8,2.6562774,10.902935
103132,11,3.2164474,8.742447
103135,20,-2.9459844,9.707654
103137,22,-2.1905198,6.4255967
103139,13,2.660388,9.396573
103141,9,-0.5277986,5.7911615
103162,8,1.9560975,11.307233
103171,4,-3.4994905,6.6932073
103175,13,3.9028354,8.830888
103180,35,-1.0016925,8.4245
103182,33,-3.2265596,12.491207
103186,26,1.2737137,10.930703
103190,23,-0.23016663,7.4593453
1032,19,-0.67015636,11.401332
103203,14,-2.2059677,13.108421
103206,19,-1.8712379,11.974616
103208,19,-1.0390573,11.429558
103210,26,0.9008383,9.610512
103219,24,2.7520258,12.29947
103221,5,1.235959,8.82062
103228,26,1.7056234,10.173429
103237,10,-2.2066543,10.65364
103241,28,0.7116768,6.690294
103243,7,1.7854108,4.4437118
103245,9,-0.4211412,5.168661
103249,26,1.5852443,9.974371
103253,36,-0.49257392,11.121074
103255,37,-3.1759999,8.616141
103259,11,2.4864028,8.299703
103266,10,-2.2761598,10.018098
103269,21,-1.3657976,9.669625
103271,13,3.4460652,8.7100115
103273,0,-4.1846786,11.718853
103275,24,2.5217922,13.094244
103279,19,-1.2584407,11.495984
103282,14,-2.5141656,12.999927
103286,25,-1.7345724,4.1169615
103288,3,0.35480338,9.197406
103290,13,3.3390663,9.668511
103292,22,-2.5905094,6.5001874
103294,4,-3.8942916,7.2675548
103296,4,-3.3380804,6.8583074
103299,38,-2.6037893,7.6759357
1033,15,-2.2073,8.768367
103301,26,2.056692,10.379475
103303,27,2.596445,5.6740046
103306,26,1.5804809,9.546624
103315,26,1.1167544,10.744971
103317,11,2.045729,8.030373
103322,7,1.9099531,4.003992
103324,14,-1.9475001,12.407031
103328,23,0.25199133,7.583357
103330,8,2.6490247,11.2690115
103333,14,-2.0372145,12.572293
103335,39,-2.3678863,6.12885
103339,5,1.0119874,8.512732
103341,29,-0.82121575,12.692706
103343,25,-1.5555573,4.294141
103361,6,0.54030275,12.20197
103363,0,-3.754892,11.964008
103366,1,-1.0585711,14.717551
103372,21,-1.4173002,10.242581
103374,35,-0.7718773,8.5395
103380,18,0.9569668,14.860711
103384,36,0.2453093,10.984125
103388,38,-1.8292316,7.406766
1034,33,-3.093797,11.814655
103406,39,-2.7140028,5.990295
103411,15,-2.4658759,8.936414
103418,6,0.40661067,11.501163
103420,39,-2.4219322,6.0194635
103422,0,-4.117862,11.633252
103424,3,-0.10513476,9.810136
103435,10,-2.4872353,9.869075
103444,21,-1.0247654,9.646794
103446,32,-0.1952153,13.044255
103449,36,0.061024465,11.328412
103452,2,2.1722279,6.94449
103460,14,-2.0796409,12.43167
103474,37,-3.2272522,8.424944
103478,11,2.2754853,8.336382
103483,0,-4.0975347,11.748982
103489,5,1.5960616,9.331279
1035,15,-2.3758156,8.651221
103502,35,-0.5075685,8.391427
103506,36,-0.16313043,10.977144
103515,37,-3.4054136,8.013035
103517,0,-3.8024309,11.518867
103521,10,-2.7440412,10.941507
103523,6,0.11002524,12.551232
103525,23,-0.07147469,6.9122834
103528,0,-4.1957517,11.078838
103534,22,-1.9291098,7.131927
103536,20,-3.555041,9.56122
103539,5,0.78657234,9.05635
103541,39,-2.2250519,5.861509
103543,9,-0.14285782,6.3107533
103545,21,-1.52644,9.838969
103547,3,-0.63298744,9.335014
103549,38,-2.1342685,8.245344
103554,5,1.4254605,8.821659
103557,32,-0.17618214,12.9578905
103561,14,-1.3193552,13.2632675
103563,32,0.13891882,13.441451
103567,15,-2.4365752,8.716668
103570,10,-2.5460577,10.720084
103576,5,0.71518326,8.787623
103598,26,1.3620095,10.49713
1036,32,0.17166954,13.952973
103600,31,-0.6662536,6.684314
103604,21,-0.7783241,10.340572
103606,4,-3.8708932,7.5069222
103611,4,-3.3423908,7.1817713
103614,37,-3.2003076,7.3742595
103617,13,3.5116503,8.921725
103621,14,-1.6158501,12.811746
103624,24,2.3697977,13.139002
103626,39,-2.985866,6.3303456
103629,24,2.5283396,12.610829
103631,31,-0.4412281,6.669418
103633,23,0.24623327,7.6151085
103635,14,-1.6508807,13.247532
103637,39,-3.1128051,6.403862
103639,19,-2.074895,11.285587
103641,36,0.5092354,10.020341
103645,22,-1.9439182,6.225673
103647,24,2.6129415,13.372378
103651,26,1.7262346,10.862206
103653,15,-2.2827349,8.707434
103655,5,1.6528181,7.862335
103657,19,-1.86616,11.217471
103661,22,-2.4257572,6.839549
103663,37,-2.6555521,7.9357967
103665,24,2.6007135,12.5511
103671,19,-1.4764385,11.296417
103673,39,-2.423839,5.945394
103676,31,-0.85938567,6.5953083
103681,4,-3.3582268,7.182193
103683,13,3.1803055,8.819707
103685,0,-4.170825,11.415378
103688,36,-0.26910502,10.2185755
103690,18,0.86321455,14.245198
103692,22,-2.9316118,6.7590504
103695,31,-0.6624355,7.168361
1037,24,2.7727532,13.274186
103721,15,-2.3458319,8.5165205
103727,26,1.1666243,9.511647
103729,15,-1.9021319,8.622241
103731,11,2.2036302,8.247573
103736,19,-1.526413,11.84277
103741,10,-2.6690109,10.5279665
103743,13,2.8514893,9.794361
103749,8,2.541045,12.054078
103751,31,-0.4756854,6.942349
103753,21,-1.9752226,9.50184
